"#","Registration No / Notification No","Product Name","Holder"
"972","MAL23016091N","VITASEN Vitamin C Zinc & D3 Effervescent Powder (Orange Flavour)","WINWA MEDICAL SDN. BHD."
"973","MAL23016052NC","Champs Dual Action Vitamin C Plus Zinc Effervescent Tablet (Blackcurrant Flavour)","Duopharma Marketing Sdn. Bhd."
"974","MAL22126083NC","BLOOMFIT Elderberry C Plus Effervescent Tablet (Orange Flavour)","MANPOWER LEADERS SDN. BHD."
"975","MAL22126087NZ","YL Effer-C 1000mg Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"976","MAL23016035NCZ","12-C 500MG SUSTAINED RELEASE TABLET","MB NUTRACEUTICALS SDN BHD"
"977","MAL23016108NC","WellCare WellBoost Tablets","WELLESTA TRUELIFE SDN. BHD."
"978","MAL22126080NC","THROZZ KIDS MULTIVITAMIN Effervescent Powder (BLACKCURRANT ORANGE FLAVOUR)","MEDICINSPIRE GLOBAL SDN BHD"
"979","MAL23016104NCR","YesHealth Yes Asta Glutathione Plus Tablet","YES HEALTH SDN BHD"
"980","MAL23026037N","VITASEN Elderberry Plus Vitamin C & Zinc Effervescent Powder (Mixed Berry Flavour)","WINWA MEDICAL SDN. BHD."
"981","MAL23026052N","NUZEEL ROSINIA CAPSULE","CAMERON BIOSCIENCE (M) SDN BHD"
"982","MAL23026055NC","NU-trend ProbioVirex Capsule","CLINICAL NUTRITION INTL (M) SDN BHD"
"983","MAL23016103NC","SATIN Astaxanthin Plus Chewable Tablet","SATIN SKINZ SDN BHD"
"984","MAL23016093N","YL Vitamin B + C Complex Film Coated Tablet","YANLING NATURAL HYGIENE SDN. BHD."
"985","MAL23016087N","Excel Herbal MULTIVITAMIN & MINERALS & GINSENG Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"986","MAL23016102N","Excel Herbal MULTIVITAMIN &amp; MINERALS &amp; GINSENG &amp; CoQ10 Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"987","MAL23026036NCR","eurobio® Executive Bio B-Complex Active Formula Tablet","EUROBIO SDN BHD"
